﻿T***a C.,ru,A2,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:12,"Роутер супер! Покупала из-за большого объема харда, удобно сразу скидывать со смартфона или планшета на хранение и обмен фотографии, видео и т.д. Работает безупречно. Продавец превосходный, заказ отправили быстро, сразу получила трек.  Посылку долго не ждала. Обычно даже из Москвы до Якутска по почте посылки больше двух недель идут, а тут из-за границы получила за 15 дней. Это ли не радость? :) Упаковано хорошо, коробочка даже не помялась и не поцарапалась."
﻿T***a P.,kr,A2,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:12,
﻿Y***y M.,ru,A4,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:11,all ok
﻿Nilesh Z.,in,A2,[Official English Version] Xiaomi G...,2 pieces,100%,09 Dec 2015 17:11,good genuine product. ships fast and reliable.  overall very good experience even being in india.
﻿N***y S.,us,A3,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:11,
﻿M***b B.,kr,A3,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:10,
﻿P***u C.,nl,A2,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:10,everything as should be. good seller and good products
﻿M***s P.,hu,A3,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:10,"Works perfect, but a detailed english user manual would be usefull."
﻿E***d S.,ru,A4,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:10,"Отличное качество! Настоящий бренд! До Пермского Края дошло максимально быстро, за 3 недели!!!"
﻿V***t V.,by,A3,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:09,"ОТЛИЧНЫЙ РОУТЕР!!! ПРОШИВКА КАК И БЫЛО ЗАЯВЛЕНО АНГЛОЯЗЫЧНАЯ, А НЕ КИТАЙ. ПОСЫЛКА ДОШЛА ДО БЕЛАРУСИ ОЧЕНЬ БЫСТРО ЗА 2 НЕДЕЛИ. ПРИЯТНО ИМЕТЬ ДЕЛО С ТАКИМ ПРОДАВЦОМ - СОВЕТУЮ. РОУТЕР В РАБОТЕ УЖЕ 3 ДНЯ - ВОПРОСОВ НЕТ, ЖЕСТКИЙ ДИСК РАБОТАЕТ ПРЕВОСХОДНО. САМ ДЕВАЙС ОЧЕНЬ ТИХИЙ,ПРАКТИЧЕСКИ БЕСШУМНЫЙ"
﻿M***l L.,ru,A0,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:09,
﻿Y***k L.,kr,A2,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 17:08,goood!!!
﻿G***g L.,kr,A4,[Official English Version] Xiaomi G...,1 piece,100%,09 Dec 2015 02:43,
﻿Sergey D.,ru,A2,[Official English Version] Xiaomi G...,1 piece,100%,05 Dec 2015 10:35,"роутер супер.
запас по мощности проца огромный.
прошивка сказочная.
wifi 5g пробивает стены на ура"
﻿M***k W.,gb,A2,[Official English Version] Xiaomi G...,1 piece,100%,02 Dec 2015 00:43,Fast shipping and excellent product. As expected.
﻿A***y I.,ru,A2,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:44,
﻿Z***n H.,ca,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:44,"Quick shipping (12 days to Canada), and great product as well"
﻿P***l K.,ru,A2,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:43,
﻿V***y F.,ru,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:43,Very fast delivery
﻿S***n S.,th,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:43,Good product. Happy
﻿S***e G.,fr,A2,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:43,
﻿D***d W.,us,A4,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:43,Very Nice Router. Fast shipping. Product description accurate.
﻿T***.,th,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:42,
﻿M***n H.,cz,A2,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:42,"Fantastic experience, fantastic service, fantastic product! Thank you!"
﻿K***r R.,in,A4,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:42,Fast shipping
﻿Y***g X.,nz,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:41,
﻿E***i V.,ru,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:41,
﻿R***l V.,ru,A4,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:41,Vse super
﻿Sergey I.,ru,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:40,"Всё работает. Помучился денёк  с поисками информации и ПО, ещё не со всеми функциями разобрался, но пока радует. Как локальный NAS работает, до глобального ещё не разобрался. Скорость соответствует, не шумит. Доставили быстро, но SPSR не понравилась - требуют паспортные данные и, то ли тупые, то ли указание у них такое - не объясняют что данные им нужны для почтомётов. Данные я им не дал, так забрал - не слушайте менеджеров и консультантов, для таможни ваши паспортные данные не нужны."
﻿C***l S.,th,A4,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:40,Works fine. Fast shipping via EMS to Thailand. Come with English rom. Recommend seller.
﻿Anastasia K.,us,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:40,"Отличное качество, настройка очень проста. Всем довольна!"
﻿C***s D.,kr,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:40,great product. still finding out new things it can do. thanks for everything!
﻿Vimal P.,be,A2,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:40,"Original product, fast delivery. Happy to shop again."
﻿Y***g X.,nz,A3,[Official English Version] Xiaomi G...,1 piece,100%,01 Dec 2015 18:39,
﻿D***l L.,uk,A1,[Official English Version] Xiaomi G...,1 piece,100%,29 Oct 2015 17:31,"Strong signal penetration, even 5G has wide coverage. Huge storage,  my photos in Sony camera can be backup automatically, so amazing!"
﻿B***n L.,ua,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 11:59,
﻿I***n D.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 11:48,
﻿N***k S.,ua,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 09:33,
﻿Vasiliy B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 09:28,"Продавец отправил товар быстро, до москвы шло 42 дня, по России не отслеживался. Положили в почтовый ящик. Товар соответствует описанию. Рекомендую. Great seller. I wish you great sales. I recommend to all.
NoFeedbackScore"
﻿M***e P.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 08:19,"Че за хрень? На месте SD карт теперь Xiaomi браслет стандарт. Видимо, магазин сменил хозяина. В общем, нет смысла писать про карты. Их все равно теперь нет.  Вкратце, SD все тесты прошла, все характеристики реальные."
﻿J***r H.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 07:28,
﻿S***a K.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 06:57,супер!!!буду ещё заказывать!
﻿Y***y K.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,23 Dec 2015 05:46,
﻿F***o M.,es,A4,LD Micro SD Card 16GB/32GB/64GB/128...,20 pieces,100%,23 Dec 2015 04:57,
﻿Oleg B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 03:49,"Карта хорошая, все как заявлено, но ехала ОЧЕНЬ долго. Но это не к продавцу претензии, а к почте нашей"
﻿B***n L.,ua,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 11:59,
﻿I***n D.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 11:48,
﻿N***k S.,ua,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 09:33,
﻿Vasiliy B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 09:28,"Продавец отправил товар быстро, до москвы шло 42 дня, по России не отслеживался. Положили в почтовый ящик. Товар соответствует описанию. Рекомендую. Great seller. I wish you great sales. I recommend to all.
NoFeedbackScore"
﻿M***e P.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 08:19,"Че за хрень? На месте SD карт теперь Xiaomi браслет стандарт. Видимо, магазин сменил хозяина. В общем, нет смысла писать про карты. Их все равно теперь нет.  Вкратце, SD все тесты прошла, все характеристики реальные."
﻿J***r H.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 07:28,
﻿S***a K.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 06:57,супер!!!буду ещё заказывать!
﻿Y***y K.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,23 Dec 2015 05:46,
﻿F***o M.,es,A4,LD Micro SD Card 16GB/32GB/64GB/128...,20 pieces,100%,23 Dec 2015 04:57,
﻿Oleg B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 03:49,"Карта хорошая, все как заявлено, но ехала ОЧЕНЬ долго. Но это не к продавцу претензии, а к почте нашей"
﻿Alexandr P.,ua,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 03:32,Goods match the description. All 64 Gb present. My recommendations. I will keep buying from this seller.
﻿A***r H.,il,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,23 Dec 2015 02:57,
﻿Aleksey B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Dec 2015 01:20,
﻿A***y E.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 22:20,NoFeedbackScore
﻿A***y G.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,80%,22 Dec 2015 21:43,NoFeedbackScore
﻿Bayo M.,ng,A1,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,80%,22 Dec 2015 20:58,actually 60g. I hope it lasts long
﻿G***a B.,cl,A3,LD Micro SD Card 16GB/32GB/64GB/128...,3 pieces,100%,22 Dec 2015 19:43,
﻿Andres P.,cl,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 18:39,
﻿E***n B.,au,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 17:26,
﻿C***R E.,cl,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,20%,22 Dec 2015 17:04,"malisima, received a damaged item, refund pedi deny you send evidence. as they say in my country, they are about conchasdesumadre!"
﻿S***a O.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 00:45,
﻿M***m B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 00:00,"Заказываю в третий или четвертый раз. Отличная карта памяти, честная емкость, прохождение любых тестов чтения/записи!"
﻿D***y M.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 11:25,"Карта быстрая, и пришла тоже быстро."
﻿S***y B.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 11:25,"До Москвы 25 дней. Карта пришла в фирменной упаковке (только карта, никаких переходников). По объёму как положено, по скорости 10 класс. Тест проходит без ошибок (тесты до меня уже выкладывали, не буду повторятся). Продавец отличный, трек отслеживался. Рекомендую."
﻿Alexey A.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 11:11,Отличная карта. Спасибо продавцу
﻿Vladimir R.,by,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 11:08,"флешка отличная, трэк отслеживался, продавец порядочный, вообщем все класс спасибо."
﻿A***y S.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 10:40,
﻿B***v A.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,3 pieces,100%,22 Dec 2015 09:27,"Очередной заказ карт у этого продавца пришел через 30дней. Продавец отправил карты через 8дней после заказа (заявлено 3дня). Видимо было много заказов 11.11.2015. Заказывал 3 штуки на 32гб. Продавец положил в подарок карт-ридер, хотя я не просил. За это большое спасибо! На тест карты не проверял - предыдущие заказы соответствовали описанию. Рекомендую продавца."
﻿A***X B.,br,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 09:26,
﻿A***X B.,br,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 09:26,
﻿B***v A.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,60%,22 Dec 2015 09:07,"Заказываю карты у этого продавца не первый раз, но в этот раз он отличился! Карта шла 60дней! Раньше 19дней! Заказал 13.10.2015 и получил только 12.12.2015. Трек не отслеживался. Оказывается карта была отправлена только 21.11.2015 (всего то через 39дней после заказа)! Видимо продаван чё то попутал! На скорость и память карту не проверял - в предыдущих картах эти показатели были в порядке. За долгую доставку снижаю оценку."
﻿G***l V.,ca,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,22 Dec 2015 08:57,"Fully tested and it is a real 128gb tf card... fast shipping, would have no problem in using them again."
﻿R***t C.,hu,A4,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,22 Dec 2015 08:02,
﻿Mariya A.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 08:00,
﻿I***n T.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,22 Dec 2015 07:55,Very good!
﻿S***y C.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,80%,22 Dec 2015 06:49,
﻿Jeferson C.,br,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 05:47,
﻿P***o B.,cl,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,22 Dec 2015 03:00,
﻿Vasya V.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 02:29,
﻿S***e W.,th,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 02:21,its ok but i don't know in the future about warrutary 30 years
﻿D***n V.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,20%,22 Dec 2015 01:30,no mea llegado el paquete y no mean devuelto el dinero esto es una mierda el compra por aqui no  aconsejo el compra pir aliexprex
﻿D***s L.,sg,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Dec 2015 00:22,
﻿A***z K.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:10,
﻿L***o S.,hu,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,21 Dec 2015 22:03,Fast shipment  works fine.
﻿Jesus L.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿R***n J.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,todo correcto amigos
﻿A***y S.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,21 Dec 2015 22:03,"флэшки отличные,работающие.Продавец общительный и отзывчивый.В общем рекомендую!!!!!Доставка быстрая-до РБ за две недели."
﻿A***m D.,kz,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,Excellent!
﻿B***n M.,ch,A4,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,80%,21 Dec 2015 22:03,
﻿S***n A.,se,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿Sergey G.,by,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,"Второй раз беру. Первая карта была на 16, класс 10 - она ещё работает. Эта карта - на 8, класс 6... скорость копирования 6, считывания - 17. Всё, как и было заявлено. Прекрасная скорость - в Минск - 14 дней. Упаковка: фирменный картон и толстый пакет. Цена нормальная. Проверил h2testw_1.4 и ещё копированием на карту файлов и записью с неё - объём честный. ======================

The second time I take. The first card was 16, class 10 - it still works. This card - 8 Class 6 ... speed up 6 read - 17. All as it was stated. Excellent speed - Minsk - 14 days. Packing: firm and thick cardboard package. Price is normal. Checked h2testw_1.4 and even copying files to the card and write it - the volume honest.
NoFeedbackScore"
﻿B***o N.,by,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,"Все отлично, карта рабочая! Упакована хорошо, доставка очень быстрая! Около 15 дней до РБ. 

Большое спасибо! Рекомендую этого продавца!
NoFeedbackScore"
﻿P***r K.,pl,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿S***y M.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿K***a K.,cz,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,NoFeedbackScore
﻿A***s C.,lt,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,super very fast delivery
﻿C***T N.,th,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,"Fast shipping!
Excellent product"
﻿P***l L.,ua,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿S***a L.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿V***v K.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,"Соответствует описанию. Реальная ёмкость 15 гб. До Москвы 22 дня, трек отслеживается.Этому заказу 5 звёзд. Но до этого заказывал у этого же продавца, трек не отслеживается, жду уже 2 месяца, до сих пор не пришло.Так, что как повезёт :-) 

Matches the description. The real capacity of 15 GB. The track is tracked.This order 5 stars. But before that, I ordered this same seller, the track is not tracked, been waiting almost 2 months, still not received.So that as luck :-)"
﻿Sava L.,me,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Dec 2015 22:03,
﻿Ewgenie E.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,21 Dec 2015 22:03,NoFeedbackScore
